message,Jumlah
ifAlias: Mac inix : 48:8F:5A:A6:3A:1A -> qsfp28-1-1_Port eth1/49,1
ifAlias: NEX-1/54 -> eth3,1
ifAlias: Nex-1/52 -> eth0,1
Fanspeed above threshold: 6690 rpm (> 6480 rpm),1
ifAlias: OLT Kantor 1/2/3:1 -> vlan827-Hotel Liberta,1
ifAlias: PENTING -> #eoip-tunnel-RADIUSD TO PASURUAN,1
Fanspeed above threshold: 6780 rpm (> 6480 rpm),1
ifAlias: RO TR069 -> ether3-TR069,1
ifAlias: Sony tri wijaya Villa bukit tidar A4 No 113 6285335145321 -> gpon_1/4/6,1
Fanspeed above threshold: 6960 rpm (> 6750 rpm),1
Fanspeed under threshold: 0 rpm (< 4544 rpm),1
Fanspeed under threshold: 0 rpm (< 5007.2 rpm),1
Fanspeed under threshold: 2051 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2066 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2084 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2111 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2117 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2134 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2161 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2166 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2220 rpm (< 2754.4 rpm),1
ifAlias: eth0 -> Nex-1/52,1
ifAlias: eth0.2150 -> eth0.2150@eth0,1
ifAlias: eth0.2150@eth0 -> eth0.2150,1
ifAlias: eth2 -> to-MLG2,1
ifAlias: eth3 -> NEX-1/54,1
Fanspeed under threshold: 2222 rpm (< 2754.4 rpm),1
ifAlias: ether2_OLT Kantor -> gei_1/10/5,1
ifAlias: ether3-TR069 -> RO TR069,1
ifAlias: ether5_Server HP Proliant VYOS -> ether5_Server HP Proliant,1
ifAlias: ether6 -> ether6-Proliant DL380 gen9,1
ifAlias: gei_1/10/5 -> ether2_OLT Kantor,1
Fanspeed under threshold: 2228 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2235 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2251 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2260 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2261 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2264 rpm (< 2754.4 rpm),1
ifAlias: gpon_olt-1/1/1 -> Damanhuri Jl Imam Bonjol Rt 04 Rw 03 Bugul Lor 6283895676147,1
ifAlias: kurang ini ke GIT -> vlan2149-BGP CCR SBY Lintas,1
ifAlias: pim6reg -> pim6reg@NONE,1
ifAlias: pim6reg@NONE -> pim6reg,1
ifAlias: qsfp28-1-1_Port eth1/49 -> Mac inix : 48:8F:5A:A6:3A:1A,1
Fanspeed under threshold: 2265 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2270 rpm (< 2754.4 rpm),1
ifAlias: to-MLG2 -> eth2,1
ifAlias: vlan109-SRV0009 devbriva -> vlan109-SRV0009 Briva,1
ifAlias: vlan110-SRV0010 apibriva -> vlan110-SRV0010 BCAS,1
ifAlias: vlan111-SRV0011 billbcasyariah -> vlan111-SRV0011 Dev-BCA,1
ifAlias: vlan112-SRV0012 apibcas -> vlan112-SRV0012 Prod-BCA,1
ifAlias: vlan113-SRV0013 apibca -> vlan113-SRV0013 Service API,1
ifAlias: vlan1704-Dsitri PAS MLG - SBY - PAS GIT -> BACKUP KE PAS di aktifkan kalo MLG - PAS CUT,1
ifAlias: vlan1706-CCR1036 OMADATA MLG - PAS - SBY GIT -> Backup ke SBY CCR,1
ifAlias: vlan1707-Juniper Omadata MLG - PAS - SBY GIT -> Di Aktifkan kalo Lintas CUT,1
ifAlias: vlan2138-Core StarboyPAS toMLG -> vlan2138-Core StarboyPAS toMLG LINTAS,1
ifAlias: vlan2149-BGP CCR SBY Lintas -> kurang ini ke GIT,1
ifAlias: vlan601-CCR OMADATA Via Lintas -> Kurang ini ke GIT,1
ifAlias: vlan827-Hotel Liberta -> OLT Kantor 1/2/3:1,1
Fanspeed under threshold: 2278 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2288 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2296 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2303 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2308 rpm (< 2754.4 rpm),1
ifDescr:  -> <pptp-LAN-PROLIANTX86-1>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-100>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-10>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-11>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-12>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-13>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-14>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-15>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-16>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-17>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-18>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-19>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-1>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-20>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-21>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-22>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-23>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-24>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-25>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-26>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-27>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-28>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-29>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-2>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-30>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-31>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-32>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-33>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-34>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-35>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-36>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-37>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-38>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-39>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-3>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-40>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-41>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-42>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-43>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-44>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-45>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-46>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-47>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-48>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-49>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-4>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-50>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-51>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-52>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-53>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-54>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-55>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-56>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-57>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-58>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-59>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-5>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-60>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-61>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-62>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-63>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-64>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-65>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-66>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-67>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-68>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-69>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-6>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-70>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-71>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-72>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-73>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-74>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-75>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-76>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-77>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-78>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-79>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-7>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-80>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-81>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-82>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-83>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-84>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-85>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-86>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-87>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-88>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-89>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-8>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-90>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-91>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-92>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-93>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-94>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-95>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-96>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-97>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-98>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-99>,1
ifDescr:  -> <pptp-RemoteMLGPAS2-9>,1
Fanspeed under threshold: 2313 rpm (< 2754.4 rpm),1
ifDescr:  -> <pptp-lanmlg-1>,1
Fanspeed under threshold: 2314 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2317 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2327 rpm (< 2754.4 rpm),1
ifDescr:  -> Starlink,1
ifDescr:  -> br-030934d586fd,1
ifDescr:  -> br-0a3310fd456b,1
ifDescr:  -> br-0d014278628e,1
ifDescr:  -> br-0fe6bf8fb541,1
ifDescr:  -> br-10f13b1efd33,1
ifDescr:  -> br-2310a72f52c6,1
ifDescr:  -> br-26a9ee412f49,1
ifDescr:  -> br-2ad09cd5a2d5,1
ifDescr:  -> br-3098308db9e1,1
ifDescr:  -> br-362e8fa743ff,1
ifDescr:  -> br-36dcc59d113e,1
ifDescr:  -> br-4516a8d7c78a,1
ifDescr:  -> br-47aec40a8349,1
ifDescr:  -> br-490efc873ac8,1
ifDescr:  -> br-51704ceb2d73,1
ifDescr:  -> br-571b9e8f6a11,1
ifDescr:  -> br-5c538b0b13fc,1
ifDescr:  -> br-5e50e7926eb4,1
ifDescr:  -> br-65545ff7e2c2,1
ifDescr:  -> br-6754f9342be3,1
ifDescr:  -> br-6deb69840ca7,1
ifDescr:  -> br-6e07e5742fe3,1
ifDescr:  -> br-772e68d1bfaf,1
ifDescr:  -> br-7d9ce549a76b,1
ifDescr:  -> br-894a8814472e,1
ifDescr:  -> br-910a6b571b35,1
ifDescr:  -> br-9140bf1313a5,1
ifDescr:  -> br-92209208e972,1
ifDescr:  -> br-95bf047913bc,1
ifDescr:  -> br-98788d4a228a,1
ifDescr:  -> br-9d5c15899ad8,1
ifDescr:  -> br-a1a213b7228d,1
ifDescr:  -> br-a3aeb9341013,1
ifDescr:  -> br-a53ef02a7440,1
ifDescr:  -> br-a97023698a4e,1
ifDescr:  -> br-aa59ab9b53c6,1
ifDescr:  -> br-ab713fa499cb,1
ifDescr:  -> br-ae7b0c163811,1
ifDescr:  -> br-b658b286fcf8,1
ifDescr:  -> br-b94e19666ec5,1
ifDescr:  -> br-bd570e68f62a,1
ifDescr:  -> br-c9c8efada4d0,1
ifDescr:  -> br-cc0073aa17d7,1
ifDescr:  -> br-d10b5f28e4e7,1
ifDescr:  -> br-d1e1d2526590,1
ifDescr:  -> br-d3214fa4666c,1
ifDescr:  -> br-d4b06da4d70a,1
ifDescr:  -> br-d664118454ef,1
ifDescr:  -> br-d66fe9932f1e,1
ifDescr:  -> br-dbb7c1e903a2,1
ifDescr:  -> br-dc597b7bd938,1
ifDescr:  -> br-dedd8e2afeda,1
ifDescr:  -> br-e022a5f83e94,1
ifDescr:  -> br-e5fed7d608e3,1
ifDescr:  -> br-e8212e1f2cf8,1
ifDescr:  -> br-e927116c7433,1
ifDescr:  -> br-ead28a3aa309,1
ifDescr:  -> br-f39f87f63fea,1
ifDescr:  -> br-fd55f92f32e8,1
ifDescr:  -> br-ff8d902ae79d,1
ifDescr:  -> eoip-tunnel1,1
ifDescr:  -> gpon_olt-1/2/1,1
ifDescr:  -> gpon_olt-1/2/10,1
ifDescr:  -> gpon_olt-1/2/11,1
ifDescr:  -> gpon_olt-1/2/12,1
ifDescr:  -> gpon_olt-1/2/13,1
ifDescr:  -> gpon_olt-1/2/14,1
ifDescr:  -> gpon_olt-1/2/15,1
ifDescr:  -> gpon_olt-1/2/16,1
ifDescr:  -> gpon_olt-1/2/2,1
ifDescr:  -> gpon_olt-1/2/3,1
ifDescr:  -> gpon_olt-1/2/4,1
ifDescr:  -> gpon_olt-1/2/5,1
ifDescr:  -> gpon_olt-1/2/6,1
ifDescr:  -> gpon_olt-1/2/7,1
ifDescr:  -> gpon_olt-1/2/8,1
ifDescr:  -> gpon_olt-1/2/9,1
ifDescr:  -> port-channel20,1
Fanspeed under threshold: 2333 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2337 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2340 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2347 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2348 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2349 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp103,1
Fanspeed under threshold: 2350 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2351 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2352 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2357 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2361 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2363 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2368 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp112,1
Fanspeed under threshold: 2374 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp114,1
Fanspeed under threshold: 2375 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2377 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2378 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2379 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2383 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp12,1
Fanspeed under threshold: 2387 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2389 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2390 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp123,1
Fanspeed under threshold: 2396 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2398 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2399 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2401 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2403 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2405 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2408 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2409 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2410 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2412 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2414 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp136,1
ifDescr:  -> ppp137,1
Fanspeed under threshold: 2416 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2417 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2421 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp140,1
ifDescr:  -> ppp141,1
Fanspeed under threshold: 2425 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2427 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2428 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2432 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp146,1
ifDescr:  -> ppp147,1
ifDescr:  -> ppp148,1
Fanspeed under threshold: 2433 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2438 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2439 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp151,1
ifDescr:  -> ppp152,1
Fanspeed under threshold: 2444 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2446 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp155,1
Fanspeed under threshold: 2450 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2452 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp158,1
ifDescr:  -> ppp159,1
Fanspeed under threshold: 2454 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp160,1
ifDescr:  -> ppp161,1
ifDescr:  -> ppp162,1
Fanspeed under threshold: 2456 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp164,1
Fanspeed under threshold: 2457 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp166,1
Fanspeed under threshold: 2463 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp168,1
Fanspeed under threshold: 2468 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2470 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp170,1
ifAlias:  -> vethc9d8e96,1
Fanspeed under threshold: 2472 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp173,1
Fanspeed under threshold: 2473 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2474 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp176,1
ifDescr:  -> ppp177,1
Fanspeed under threshold: 2491 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2493 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2496 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2497 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp181,1
Fanspeed under threshold: 2498 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp183,1
Fanspeed under threshold: 2508 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp185,1
Fanspeed under threshold: 2513 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2515 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2518 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2531 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2532 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2536 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2538 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2539 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2545 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp194,1
Fanspeed under threshold: 2556 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2572 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp197,1
ifDescr:  -> ppp198,1
Fanspeed under threshold: 2589 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2595 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp20,1
ifDescr:  -> ppp200,1
ifDescr:  -> ppp201,1
Fanspeed under threshold: 2603 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2607 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2610 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2616 rpm (< 2754.4 rpm),1
ifDescr:  -> ppp206,1
Fanspeed under threshold: 2634 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2681 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 2714 rpm (< 2754.4 rpm),1
Fanspeed under threshold: 4515 rpm (< 4860 rpm),1
Fanspeed under threshold: 4695 rpm (< 4860 rpm),1
Fanspeed under threshold: 4906 rpm (< 4981.6 rpm),1
ifDescr:  -> ppp212,1
ifDescr:  -> ppp213,1
Fanspeed under threshold: 4951 rpm (< 4981.6 rpm),1
ifDescr:  -> ppp215,1
Fanspeed under threshold: 4958 rpm (< 4981.6 rpm),1
ifDescr:  -> ppp217,1
Fanspeed under threshold: 4963 rpm (< 4981.6 rpm),1
Fanspeed under threshold: 4971 rpm (< 4981.6 rpm),1
Fanspeed under threshold: 4972 rpm (< 4981.6 rpm),1
Fanspeed under threshold: 4995 rpm (< 5232 rpm),1
Fanspeed under threshold: 5040 rpm (< 5232 rpm),1
Fanspeed under threshold: 5463 rpm (< 6600 rpm),1
Hostname changed -> 10.246.5.162 (nmc),1
Hostname changed -> 10.246.5.166 (nmc),1
IP: 10.246.3.30,1
IP: 10.246.5.162,1
IP: 10.246.5.162 -> ,1
ifDescr:  -> ppp229,1
IP: 10.246.5.166,1
IP: 10.246.5.166 -> ,1
IP: 10.246.88.34,1
Icon: images/os/vyos.svg,1
Icon: images/os/zte.svg,1
ifDescr:  -> ppp234,1
Linux server 6.17.13-2-pve #1 SMP PREEMPT_DYNAMIC PMX 6.17.13-2 (2026-03-13T08:06Z) x86_64 -> Linux server 6.17.13-2-pve #1 SMP PREEMPT_DYNAMIC PMX 6.17.13-2 (2026-03-13T08:06Z) x86_64,1
Linux server-master1 6.8.0-124-generic #124-Ubuntu SMP PREEMPT_DYNAMIC Tue May 26 13:00:45 UTC 2026 x86_64 -> Linux server-master1 6.8.0-124-generic #124-Ubuntu SMP PREEMPT_DYNAMIC Tue May 26 13:00:45 UTC 2026 x86_64,1
Location: MLG,1
ifDescr:  -> ppp238,1
OS Version: 2026.05.09-0042-rolling,1
OS Version: 6.17.2-1-pve -> 6.17.13-2-pve,1
OS Version: 6.8.0-111-generic -> 6.8.0-124-generic,1
Polling took longer than 5 minutes!  This will cause gaps in graphs.,1
Processor Discovered: hr 1 Processor,1
Processor Discovered: hr 10 Processor,1
ifDescr:  -> ppp244,1
ifDescr:  -> ppp245,1
Processor Discovered: hr 11 Processor,1
Processor Discovered: hr 12 Processor,1
Processor Discovered: hr 196608 Intel Core i7-14700,1
ifDescr:  -> ppp249,1
Processor Discovered: hr 196609 Intel Core i7-14700,1
Processor Discovered: hr 196610 Intel Core i7-14700,1
ifDescr:  -> ppp251,1
ifDescr:  -> ppp252,1
Processor Discovered: hr 196611 Intel Core i7-14700,1
Processor Discovered: hr 196612 Intel Core i7-14700,1
Processor Discovered: hr 196613 Intel Core i7-14700,1
ifDescr:  -> ppp256,1
ifDescr:  -> ppp257,1
Processor Discovered: hr 196614 Intel Core i7-14700,1
Processor Discovered: hr 196615 Intel Core i7-14700,1
Processor Discovered: hr 196616 Intel Core i7-14700,1
Processor Discovered: hr 196617 Intel Core i7-14700,1
ifDescr:  -> ppp261,1
Processor Discovered: hr 196618 Intel Core i7-14700,1
Processor Discovered: hr 196619 Intel Core i7-14700,1
Processor Discovered: hr 196620 Intel Core i7-14700,1
Processor Discovered: hr 196621 Intel Core i7-14700,1
Processor Discovered: hr 196622 Intel Core i7-14700,1
Processor Discovered: hr 196623 Intel Core i7-14700,1
ifDescr:  -> ppp268,1
Processor Discovered: hr 196624 Intel Core i7-14700,1
Processor Discovered: hr 196625 Intel Core i7-14700,1
Processor Discovered: hr 196626 Intel Core i7-14700,1
ifDescr:  -> ppp271,1
ifDescr:  -> ppp272,1
Processor Discovered: hr 196627 Intel Core i7-14700,1
Processor Discovered: hr 196628 Intel Core i7-14700,1
Processor Discovered: hr 196629 Intel Core i7-14700,1
Processor Discovered: hr 196630 Intel Core i7-14700,1
Processor Discovered: hr 196631 Intel Core i7-14700,1
ifDescr:  -> ppp278,1
ifDescr:  -> ppp279,1
Processor Discovered: hr 196632 Intel Core i7-14700,1
Processor Discovered: hr 196633 Intel Core i7-14700,1
ifDescr:  -> ppp281,1
ifDescr:  -> ppp282,1
ifDescr:  -> ppp283,1
ifDescr:  -> ppp284,1
Processor Discovered: hr 196634 Intel Core i7-14700,1
ifDescr:  -> ppp286,1
ifDescr:  -> ppp287,1
Processor Discovered: hr 196635 Intel Core i7-14700,1
ifDescr:  -> ppp289,1
Processor Discovered: hr 2 Processor,1
Processor Discovered: hr 3 Processor,1
Processor Discovered: hr 4 Processor,1
Processor Discovered: hr 5 Processor,1
Processor Discovered: hr 6 Processor,1
Processor Discovered: hr 7 Processor,1
Processor Discovered: hr 8 Processor,1
ifDescr:  -> ppp296,1
Processor Discovered: hr 9 Processor,1
Processor Discovered: zxa10 1.1.0 PRWG Processor,1
Processor Discovered: zxa10 1.1.1 PRWG Processor,1
Processor Discovered: zxa10 1.1.10 SFUC Processor,1
Processor Discovered: zxa10 1.1.11 SFUC Processor,1
Processor Discovered: zxa10 1.1.18 PRVR Processor,1
ifDescr:  -> ppp301,1
Processor Discovered: zxa10 1.1.2 GFBL Processor,1
Processor Discovered: zxa10 1.1.20 PRVR Processor,1
Processor Discovered: zxa10 1.1.21 FCVDE-I Processor,1
Processor Removed: hr 1 Processor,1
Processor Removed: hr 10 Processor,1
ifDescr:  -> ppp307,1
ifDescr:  -> ppp308,1
ifDescr:  -> ppp309,1
Processor Removed: hr 11 Processor,1
ifDescr:  -> ppp310,1
ifDescr:  -> ppp311,1
Processor Removed: hr 12 Processor,1
ifDescr:  -> ppp313,1
Processor Removed: hr 2 Processor,1
Processor Removed: hr 3 Processor,1
ifDescr:  -> ppp316,1
Processor Removed: hr 4 Processor,1
Processor Removed: hr 5 Processor,1
Processor Removed: hr 6 Processor,1
ifDescr:  -> ppp320,1
Processor Removed: hr 7 Processor,1
Processor Removed: hr 8 Processor,1
ifDescr:  -> ppp323,1
Processor Removed: hr 9 Processor,1
Processor Removed: zxa10 1.1.0 PRWG Processor,1
Processor Removed: zxa10 1.1.1 PRWG Processor,1
STP designated root changed: 049fcaf2c781 > 3cc786244610,1
STP designated root changed: 0cc6ccf90a71 > 50464a704831,1
STP designated root changed: 50464a704831 > 049fcaf2c781,1
STP designated root changed: 50464a704831 > 3cc786244610,1
ifDescr:  -> ppp330,1
ifDescr:  -> ppp331,1
ifDescr:  -> ppp332,1
STP topology changed after: 1 week 2 days 17 hours 18 minutes,1
ifDescr:  -> ppp334,1
ifDescr:  -> ppp335,1
STP topology changed after: 1 week 2 days 17 hours 19 minutes,1
STP topology changed after: 22 minutes 25 seconds,1
ifDescr:  -> ppp338,1
STP topology changed after: 22 minutes 34 seconds,1
Sensor Added: current cisco-entity-sensor 300072164 Ethernet1/42 Lane 1 Transceiver Bias Current,1
Sensor Added: current cisco-entity-sensor 300075684 Ethernet1/44 Lane 1 Transceiver Bias Current,1
Sensor Added: current routeros mtxrOpticalTxBiasCurrent.4 sfp4 Tx Bias,1
